condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
further,08d14ece0224_26,sling_0014,beetle_0014,bluejay_0014,bullmastiff_0014
closer,08d14ece0224_27,woven_0005,knob_0005,straight_0005,waiting_0005
closer,08d14ece0224_28,crow_0024,cuckoo_0024,pigeon_0024,robin_0024
further,08d14ece0224_29,nightingale_0037,brown_0037,pug_0037,squat_0037
closer,08d14ece0224_31,goldenretriever_0032,basset_0032,doberman_0032,weimaraner_0032
further,08d14ece0224_32,bullmastiff_0004,beetle_0004,bluejay_0004,sling_0004
closer,8bc5a7d639a0_1,waiting_0019,sling_0019,squat_0019,woven_0019
closer,8bc5a7d639a0_2,goldenretriever_0010,bloodhound_0010,bullmastiff_0010,doberman_0010
closer,8bc5a7d639a0_3,redantique_0036,bluesedan_0036,brown_0036,white_0036
further,8bc5a7d639a0_4,straight_0013,basset_0013,crow_0013,redsport_0013
further,8bc5a7d639a0_6,pigeon_0018,hatchback_0018,knob_0018,pug_0018
closer,8bc5a7d639a0_7,sling_0037,squat_0037,waiting_0037,woven_0037
further,8bc5a7d639a0_8,bluesport_0011,chihuahua_0011,inlay_0011,sparrow_0011
further,8bc5a7d639a0_9,inlay_0022,bluesport_0022,chihuahua_0022,sparrow_0022
further,8bc5a7d639a0_10,weimaraner_0039,beetle_0039,cuckoo_0039,leather_0039
further,8bc5a7d639a0_11,basset_0017,crow_0017,redsport_0017,straight_0017
further,8bc5a7d639a0_12,crow_0012,basset_0012,redsport_0012,straight_0012
further,8bc5a7d639a0_13,beetle_0006,cuckoo_0006,leather_0006,weimaraner_0006
further,8bc5a7d639a0_14,hatchback_0016,knob_0016,pigeon_0016,pug_0016
further,8bc5a7d639a0_15,knob_0004,hatchback_0004,pigeon_0004,pug_0004
further,8bc5a7d639a0_16,chihuahua_0002,bluesport_0002,inlay_0002,sparrow_0002
further,8bc5a7d639a0_17,cuckoo_0029,beetle_0029,leather_0029,weimaraner_0029
closer,8bc5a7d639a0_18,tomtit_0008,bluejay_0008,nightingale_0008,robin_0008
closer,8bc5a7d639a0_19,nightingale_0003,bluejay_0003,robin_0003,tomtit_0003
closer,8bc5a7d639a0_20,brown_0024,bluesedan_0024,redantique_0024,white_0024
closer,8bc5a7d639a0_21,bluejay_0038,nightingale_0038,robin_0038,tomtit_0038
closer,8bc5a7d639a0_24,doberman_0007,bloodhound_0007,bullmastiff_0007,goldenretriever_0007
further,8bc5a7d639a0_25,pug_0014,hatchback_0014,knob_0014,pigeon_0014
further,8bc5a7d639a0_26,redsport_0023,basset_0023,crow_0023,straight_0023
closer,8bc5a7d639a0_27,squat_0025,sling_0025,waiting_0025,woven_0025
further,8bc5a7d639a0_28,leather_0009,beetle_0009,cuckoo_0009,weimaraner_0009
closer,8bc5a7d639a0_29,woven_0021,sling_0021,squat_0021,waiting_0021
closer,8bc5a7d639a0_30,white_0027,bluesedan_0027,brown_0027,redantique_0027
further,8bc5a7d639a0_31,sparrow_0035,bluesport_0035,chihuahua_0035,inlay_0035
closer,8bc5a7d639a0_32,robin_0015,bluejay_0015,nightingale_0015,tomtit_0015
further,ac5a2e8b225b_1,knob_0018,goldenretriever_0018,redsport_0018,tomtit_0018
closer,ac5a2e8b225b_2,hatchback_0014,bluesedan_0014,bluesport_0014,white_0014
further,ac5a2e8b225b_3,tomtit_0008,goldenretriever_0008,knob_0008,redsport_0008
further,ac5a2e8b225b_4,bloodhound_0002,redantique_0002,robin_0002,straight_0002
closer,ac5a2e8b225b_5,squat_0012,inlay_0012,leather_0012,sling_0012
further,ac5a2e8b225b_6,redsport_0011,goldenretriever_0011,knob_0011,tomtit_0011
further,ac5a2e8b225b_7,redantique_0009,bloodhound_0009,robin_0009,straight_0009
further,ac5a2e8b225b_8,straight_0016,bloodhound_0016,redantique_0016,robin_0016
further,ac5a2e8b225b_9,waiting_0026,basset_0026,brown_0026,sparrow_0026
closer,ac5a2e8b225b_10,bluejay_0039,cuckoo_0039,nightingale_0039,pigeon_0039
closer,ac5a2e8b225b_11,bullmastiff_0035,chihuahua_0035,doberman_0035,pug_0035
further,ac5a2e8b225b_12,robin_0028,bloodhound_0028,redantique_0028,straight_0028
closer,ac5a2e8b225b_13,chihuahua_0036,bullmastiff_0036,doberman_0036,pug_0036
further,ac5a2e8b225b_14,brown_0001,basset_0001,sparrow_0001,waiting_0001
closer,ac5a2e8b225b_15,leather_0000,inlay_0000,sling_0000,squat_0000
closer,ac5a2e8b225b_16,bluesport_0029,bluesedan_0029,hatchback_0029,white_0029
closer,ac5a2e8b225b_17,cuckoo_0031,bluejay_0031,nightingale_0031,pigeon_0031
closer,ac5a2e8b225b_18,white_0033,bluesedan_0033,bluesport_0033,hatchback_0033
further,ac5a2e8b225b_19,sparrow_0023,basset_0023,brown_0023,waiting_0023
further,ac5a2e8b225b_20,woven_0032,beetle_0032,crow_0032,weimaraner_0032
closer,ac5a2e8b225b_21,pug_0034,bullmastiff_0034,chihuahua_0034,doberman_0034
further,ac5a2e8b225b_22,crow_0017,beetle_0017,weimaraner_0017,woven_0017
further,ac5a2e8b225b_23,goldenretriever_0013,knob_0013,redsport_0013,tomtit_0013
closer,ac5a2e8b225b_24,nightingale_0024,bluejay_0024,cuckoo_0024,pigeon_0024
further,ac5a2e8b225b_25,beetle_0030,crow_0030,weimaraner_0030,woven_0030
closer,ac5a2e8b225b_26,doberman_0004,bullmastiff_0004,chihuahua_0004,pug_0004
closer,ac5a2e8b225b_27,sling_0006,inlay_0006,leather_0006,squat_0006
further,ac5a2e8b225b_28,basset_0007,brown_0007,sparrow_0007,waiting_0007
closer,ac5a2e8b225b_29,bluesedan_0027,bluesport_0027,hatchback_0027,white_0027
closer,ac5a2e8b225b_30,pigeon_0022,bluejay_0022,cuckoo_0022,nightingale_0022
further,ac5a2e8b225b_31,weimaraner_0003,beetle_0003,crow_0003,woven_0003
closer,ac5a2e8b225b_32,inlay_0021,leather_0021,sling_0021,squat_0021
